,acc,loss,val_acc,val_loss
0,0.2324990719592327,2.0889905370455857,0.3476349569035683,1.7605585586381165
1,0.33710411660529116,1.7889562486435364,0.42535607519647833,1.618257074023207
2,0.4102729421895826,1.644973558355062,0.460699841681444,1.5183695773154378
3,0.46406033253315954,1.5237713206767654,0.5013187971520932,1.424731244599859
4,0.49592638180704146,1.4463660647417595,0.5037805520788068,1.4156674688722246
5,0.5209932985631485,1.3777653452748373,0.5454545455488732,1.3069206528615842
6,0.5426215735699315,1.323216530946579,0.5596975559234116,1.2899913267362342
7,0.5601664615274139,1.2723233033705061,0.5697204150758646,1.2323121017535206
8,0.5773596702111489,1.2215881784638196,0.5818533497555134,1.2023478657536502
9,0.5971318601961048,1.1657261291590026,0.6048883418846532,1.1500469131756483
10,0.6142273801894852,1.1193443762469544,0.6018990679451298,1.1376278980431875
11,0.6320457964605126,1.0677024797398453,0.5764023211355764,1.2197395397318422
12,0.6499228259441225,1.0158537819952753,0.588007736881022,1.205062645588857
13,0.669343336655331,0.9582251098611869,0.6474415334159385,1.022707668490248
14,0.6850126018474421,0.9081522583800781,0.644803938902135,1.0462541897455795
15,0.7073051599233657,0.848439084251002,0.6701248461927243,0.9680292322322482
16,0.7251821894046465,0.8031436398747942,0.6537717601232963,1.0315996706957387
17,0.7465955493046442,0.7491948902601141,0.6803235450213543,0.9552260526081412
18,0.7614051540573864,0.7015763634492543,0.6926323193771801,0.9328053999768843
19,0.7785397495267922,0.6521343783412009,0.6611570248877161,1.0948973602646577
